Código,Nome,PU,Taxa Indicativa,data,Indexer
AESOA1,AES TIETE ENERGIA S/A (*),1030.59,6.73,25/09/2024,IPCA +
AGVF12,AGRO INDUSTRIAS DO VALE DO SAO FRANCISCO SA - AGROVALE (*),1191.69,6.96,25/09/2024,IPCA +
ALGA27,ALGAR TELECOM S/A,703.9,6.14,25/09/2024,IPCA +
ALGAB1,ALGAR TELECOM S/A (*),1100.97,7.03,25/09/2024,IPCA +
ALGAC2,ALGAR TELECOM S/A (*),1084.83,7.05,25/09/2024,IPCA +
ALGE16,ALIANCA GERACAO DE ENERGIA S.A (*),1025.4,6.76,25/09/2024,IPCA +
ALGTA4,ALGAR TELECOM S/A (*),1016.69,7.07,25/09/2024,IPCA +
ALIG12,ALIANCA GERACAO DE ENERGIA S.A,916.91,6.43,25/09/2024,IPCA +
ALIG13,ALIANCA GERACAO DE ENERGIA S.A (*),905.56,6.53,25/09/2024,IPCA +
ALIG15,ALIANCA GERACAO DE ENERGIA S.A (*),1031.79,6.58,25/09/2024,IPCA +
ANET11,AMERICA NET S.A. (*),809.11,8.22,25/09/2024,IPCA +
ANET12,AMERICA NET S.A. (*),1142.48,8.42,25/09/2024,IPCA +
APFD19,AUTOPISTA FERNAO DIAS S/A (*),1069.03,7.08,25/09/2024,IPCA +
APRB18,AUTOPISTA REGIS BITTENCOURT S/A,1246.53,6.95,25/09/2024,IPCA +
ARTR19,ARTERIS S/A (*) (**),1224.65,7.04,25/09/2024,IPCA +
ASCP13,CONCESS. ROD. A. S. E C. PINTO S/A - ECOPISTAS (*),1045.21,6.73,25/09/2024,IPCA +
ASCP23,CONCESS. ROD. A. S. E C. PINTO S/A - ECOPISTAS (*),1146.24,6.84,25/09/2024,IPCA +
ASER12,AGUAS DO SERTAO S.A. (*),1095.06,8.22,25/09/2024,IPCA +
ASSR21,ASSURUA 5 ENERGIA S.A (*),1021.76,7.36,25/09/2024,IPCA +
AURE12,AUREN ENERGIA S.A. (*),1002.04,6.89,25/09/2024,IPCA +
BARU11,BARUERI ENERGIA RENOVAVEL S.A. (*),1027.77,7.64,25/09/2024,IPCA +
BCPSA5,CLARO S/A,987.32,6.6,25/09/2024,IPCA +
BHSA11,BARREIRAS HOLDING S.A. (*),1042.09,6.95,25/09/2024,IPCA +
BLMN12,BELO MONTE TRANSMISSORA DE ENERGIA SPE S.A.,1250.26,6.62,25/09/2024,IPCA +
BRKP28,BRK AMBIENTAL PARTICIPACOES S/A (*),1121.61,7.92,25/09/2024,IPCA +
BRST11,BRISANET SERVICOS DE TELECOMUNICACOES S.A. (*),1206.77,6.89,25/09/2024,IPCA +
CAEC12,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),1045.32,7.88,25/09/2024,IPCA +
CAEC21,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),1166.01,7.47,25/09/2024,IPCA +
CAJS11,CONCESSIONARIA AGUAS DE JUTURNAIBA S/A,1110.75,6.91,25/09/2024,IPCA +
CAJS12,CONCESSIONARIA AGUAS DE JUTURNAIBA S/A (*),1063.73,6.69,25/09/2024,IPCA +
CART12,CONCESSIONÁRIA AUTO RAPOSO TAVARES S/A (*) (**),611.71,6.09,25/09/2024,IPCA +
CART13,CONCESSIONÁRIA AUTO RAPOSO TAVARES S/A (*),11757.04,6.8,25/09/2024,IPCA +
CART22,CONCESSIONÁRIA AUTO RAPOSO TAVARES S/A (*) (**),610.63,8.08,25/09/2024,IPCA +
CASN23,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),1121.25,9.18,25/09/2024,IPCA +
CBAN12,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,1335.7,6.88,25/09/2024,IPCA +
CBAN32,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,1356.01,6.89,25/09/2024,IPCA +
CBAN52,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,1358.59,6.85,25/09/2024,IPCA +
CBAN72,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,1352.72,6.94,25/09/2024,IPCA +
CCLS11,CICLUS AMBIENTAL DO BRASIL S.A. (*),1121.84,7.68,25/09/2024,IPCA +
CCRDD1,CCR S/A (*) (**),726.91,7.98,25/09/2024,IPCA +
CCROA5,CCR S/A (*),964.49,6.72,25/09/2024,IPCA +
CCROB4,CCR S/A (*) (**),1230.38,6.51,25/09/2024,IPCA +
CCROB6,CCR S/A (*),1133.89,6.65,25/09/2024,IPCA +
CEAD11,CEA II CENTRAIS EOLICAS ASSURUA II SPE S/A,977.41,6.82,25/09/2024,IPCA +
CEAP12,COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*) (**),1052.7,6.68,25/09/2024,IPCA +
CEAP14,COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*),1046.15,6.86,25/09/2024,IPCA +
CEAR25,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,723.36,6.36,25/09/2024,IPCA +
CEAR26,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,713.6,5.99,25/09/2024,IPCA +
CEEBA1,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA,462.67,6.12,25/09/2024,IPCA +
CEEBB6,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),1039.08,6.57,25/09/2024,IPCA +
CEEBB7,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),1020.37,6.71,25/09/2024,IPCA +
CEEBC3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),1154.42,6.6,25/09/2024,IPCA +
CEEBC4,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),1115.59,6.63,25/09/2024,IPCA +
CEED12,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),1121.9,6.77,25/09/2024,IPCA +
CEED13,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),1051.23,6.71,25/09/2024,IPCA +
CEED15,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D,1017.33,6.67,25/09/2024,IPCA +
CEED21,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D,1146.83,6.72,25/09/2024,IPCA +
CEMT19,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,454.47,5.98,25/09/2024,IPCA +
CEPE19,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE,466.48,5.74,25/09/2024,IPCA +
CEPEB3,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),1022.62,6.67,25/09/2024,IPCA +
CEPEC1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),1157.2,6.61,25/09/2024,IPCA +
CEPEC2,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),1118.22,6.58,25/09/2024,IPCA +
CESE32,CELSE - CENTRAIS ELETRICAS DE SERGIPE S.A. (*),1083.17,6.66,25/09/2024,IPCA +
CESPA2,CESP-COMPANHIA ENERGETICA DE SAO PAULO (*) (**),1191.11,6.62,25/09/2024,IPCA +
CESPA3,CESP-COMPANHIA ENERGETICA DE SAO PAULO (*),1020.25,6.52,25/09/2024,IPCA +
CGASB1,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),1021.13,6.38,25/09/2024,IPCA +
CGMG18,COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG,1118.47,6.68,25/09/2024,IPCA +
CGOS13,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),1103.6,6.69,25/09/2024,IPCA +
CGOS16,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),1008.96,6.74,25/09/2024,IPCA +
CGOS24,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),1057.93,6.7,25/09/2024,IPCA +
CGOS34,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),1066.25,6.76,25/09/2024,IPCA +
CHSF13,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO - CHESF (*),1028.38,6.72,25/09/2024,IPCA +
CJEN13,TESC-TERMINAL SANTA CATARINA S/A (*),1186.63,7.79,25/09/2024,IPCA +
CLAG13,COLOMBO AGROINDUSTRIA SA (*),1169.69,6.94,25/09/2024,IPCA +
CLCD26,CELESC DISTRIBUIÇÃO S/A (*),1054.67,6.72,25/09/2024,IPCA +
CLCD27,CELESC DISTRIBUIÇÃO S/A (*),1027.39,6.74,25/09/2024,IPCA +
CLNG11,CALANGO 6 ENERGIA RENOVAVEL S.A.,956.12,6.91,25/09/2024,IPCA +
CLTM14,CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A. (*),999.48,7.76,25/09/2024,IPCA +
CMDT33,CEMIG DISTRIBUIÇÃO S/A,492.78,6.44,25/09/2024,IPCA +
CMGD27,CEMIG DISTRIBUIÇÃO S/A,1327.23,5.86,25/09/2024,IPCA +
CMGD28,CEMIG DISTRIBUIÇÃO S/A (*),1086.88,6.55,25/09/2024,IPCA +
CMGDB0,CEMIG DISTRIBUIÇÃO S/A (*),1000.8,6.53,25/09/2024,IPCA +
CMIN11,CSN MINERACAO S.A. (*),1082.94,6.99,25/09/2024,IPCA +
CMIN12,CSN MINERACAO S.A.,1092.4,7.05,25/09/2024,IPCA +
CMIN21,CSN MINERACAO S.A. (*),1015.86,7.42,25/09/2024,IPCA +
CMIN22,CSN MINERACAO S.A.,1090.45,7.23,25/09/2024,IPCA +
CMTR29,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),1151.95,6.63,25/09/2024,IPCA +
CNRD11,CONCESSIONARIA DA RODOVIA MS 306 S.A. (*) (**),1163.12,7.69,25/09/2024,IPCA +
COCE18,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*),1093.23,6.62,25/09/2024,IPCA +
COMR14,COMERC PARTICIPACOES S.A. (*),1121.88,6.92,25/09/2024,IPCA +
COMR15,COMERC PARTICIPACOES S.A. (*),1064.1,6.89,25/09/2024,IPCA +
CONF11,CONFLUENCIA ENERGIA S/A (*),1189.57,6.98,25/09/2024,IPCA +
CONX12,TRIPLE PLAY BRASIL PARTICIPACOES S.A. (*),995.7,11.38,25/09/2024,IPCA +
CPFGA2,CPFL TRANSMISSAO S.A (*),1080.73,6.74,25/09/2024,IPCA +
CPFPA0,COMPANHIA PIRATININGA DE FORÇA E LUZ,694.42,5.81,25/09/2024,IPCA +
CPFPA5,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),1047.05,6.52,25/09/2024,IPCA +
CPFPA7,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),1018.59,6.53,25/09/2024,IPCA +
CPFPB7,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),1011.84,6.59,25/09/2024,IPCA +
CPGT15,COPEL GERAÇÃO E TRANSMISSÃO S/A,280.04,5.75,25/09/2024,IPCA +
CPGT26,COPEL GERAÇÃO E TRANSMISSÃO S/A,1330.05,5.63,25/09/2024,IPCA +
CPGT27,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),1135.71,6.72,25/09/2024,IPCA +
CPGT28,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),1100.12,6.69,25/09/2024,IPCA +
CPLD26,COPEL DISTRIBUICAO S/A (*),1133.17,6.45,25/09/2024,IPCA +
CPLD29,COPEL DISTRIBUICAO S/A (*),1013.25,6.51,25/09/2024,IPCA +
CPLD37,COPEL DISTRIBUICAO S/A (*),1094.59,6.5,25/09/2024,IPCA +
CPTM15,LIGGA TELECOMUNICACOES S.A (*),981.96,11.92,25/09/2024,IPCA +
CPXB22,ETC - EMPRESA TRANSMISSORA CAPIXABA S.A (*),692.88,5.85,25/09/2024,IPCA +
CRMG15,CONCESSIONÁRIA DA RODOVIA MG-050 S/A (*),1019.8,7.64,25/09/2024,IPCA +
CSAN33,COSAN S.A. (*),1091.57,7.92,25/09/2024,IPCA +
CSMGA2,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**),534.86,5.74,25/09/2024,IPCA +
CSMGA6,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),993.57,6.45,25/09/2024,IPCA +
CSMGB4,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**),663.71,6.61,25/09/2024,IPCA +
CSMGB8,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),1042.57,7.18,25/09/2024,IPCA +
CSMGB9,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),1015.22,7.36,25/09/2024,IPCA +
CSMGC3,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**),466.11,6.66,25/09/2024,IPCA +
CSNAA4,COMPANHIA SIDERÚRGICA NACIONAL (*),1008.5,7.64,25/09/2024,IPCA +
CSNAA5,COMPANHIA SIDERÚRGICA NACIONAL (*),1003.08,7.43,25/09/2024,IPCA +
CSNAB4,COMPANHIA SIDERÚRGICA NACIONAL (*),1022.92,7.47,25/09/2024,IPCA +
CSNAB5,COMPANHIA SIDERÚRGICA NACIONAL (*),987.64,7.64,25/09/2024,IPCA +
CSNAC4,COMPANHIA SIDERÚRGICA NACIONAL (*),987.81,7.93,25/09/2024,IPCA +
CSNP12,COMPANHIA ENERGÉTICA SINOP S.A. (*) (**),1303.73,7.72,25/09/2024,IPCA +
CSRN19,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN,1318.52,6.76,25/09/2024,IPCA +
CSRN27,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN,1499.55,6.19,25/09/2024,IPCA +
CSRN29,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN,1281.48,6.63,25/09/2024,IPCA +
CSRNA1,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*) (**),1056.82,6.75,25/09/2024,IPCA +
CSRNB2,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*),978.43,6.7,25/09/2024,IPCA +
CSRNC0,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*),1100.27,6.54,25/09/2024,IPCA +
CTEE17,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,1430.62,5.69,25/09/2024,IPCA +
CTEE18,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,1195.91,6.53,25/09/2024,IPCA +
CTEE1B,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP (*),1145.22,6.61,25/09/2024,IPCA +
CTEE29,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,1042.26,6.66,25/09/2024,IPCA +
CTEE2B,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP (*),1128.26,6.54,25/09/2024,IPCA +
CTGE13,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL ELETROSUL (*) (**),1242.33,6.71,25/09/2024,IPCA +
CTGE15,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL ELETROSUL (*),1020.99,6.72,25/09/2024,IPCA +
CTNS14,ENERGISA TOCANTINS - DISTRIBUIDORA DE ENERGIA S.A,454.74,5.91,25/09/2024,IPCA +
CTRR11,CANTAREIRA TRANSMISSORA DE ENERGIA S/A,860.07,6.61,25/09/2024,IPCA +
CUTI11,CUTIA EMPREENDIMENTOS EÓLICOS S.A.,957.08,6.51,25/09/2024,IPCA +
CXER12,COMPLEXO MORRINHOS ENERGIAS RENOVAVEIS S.A.,836.77,7.6,25/09/2024,IPCA +
DESK17,DESKTOP S/A (*),1025.39,7.33,25/09/2024,IPCA +
EBAS13,EMPRESA BAIANA DE AGUAS E SANEAMENTO SA (*),1136.23,7.3,25/09/2024,IPCA +
ECER12,CONCESSIONARIA ECOVIAS DO CERRADO S.A. (*),1103.45,6.71,25/09/2024,IPCA +
ECHP11,ECHOENERGIA PARTICIPACOES S/A (*),1267.55,6.7,25/09/2024,IPCA +
ECHP12,ECHOENERGIA PARTICIPACOES S/A (*),1139.2,7.02,25/09/2024,IPCA +
ECHP22,ECHOENERGIA PARTICIPACOES S/A (*),1151.48,6.59,25/09/2024,IPCA +
ECOV16,CONCESSIONÁRIA ECOVIAS DOS IMIGRANTES S/A (*),1004.35,6.52,25/09/2024,IPCA +
ECPN11,CONCESSIONARIA PONTE RIO-NITEROI S.A. - ECOPONTE,1084.35,8.2,25/09/2024,IPCA +
EDFT11,EDF OITI TRANSMISSORA S.A.,1048.35,6.71,25/09/2024,IPCA +
EDPA11,EDP TRANSMISSAO ALIANCA SC S.A.,1327.36,6.96,25/09/2024,IPCA +
EDPT11,EDP TRANSMISSÃO S.A. (*) (**),1021.78,6.64,25/09/2024,IPCA +
EDTE12,EDTE - EMPRESA DIAMANTINA DE TRANSMISSAO DE ENERGIA S.A. (*) (**),1238.85,6.55,25/09/2024,IPCA +
EDVP14,ENERGISA SUL-SUDESTE - DISTRIBUICAO DE ENERGIA S.A,454.58,5.95,25/09/2024,IPCA +
EDVP17,ENERGISA SUL-SUDESTE - DISTRIBUICAO DE ENERGIA S.A,1120.64,6.61,25/09/2024,IPCA +
EEELA0,CPFL TRANSMISSAO S.A (*),1048.67,6.49,25/09/2024,IPCA +
EEELA1,CPFL TRANSMISSAO S.A (*),1007.72,6.5,25/09/2024,IPCA +
EEELB1,CPFL TRANSMISSAO S.A (*),1006.11,6.47,25/09/2024,IPCA +
EGIE17,ENGIE BRASIL ENERGIA S.A.,698.62,5.72,25/09/2024,IPCA +
EGIE19,ENGIE BRASIL ENERGIA S.A.,1303.0,6.43,25/09/2024,IPCA +
EGIE27,ENGIE BRASIL ENERGIA S.A.,1375.96,6.59,25/09/2024,IPCA +
EGIE29,ENGIE BRASIL ENERGIA S.A.,1224.58,6.75,25/09/2024,IPCA +
EGIE39,ENGIE BRASIL ENERGIA S.A.,1302.25,6.39,25/09/2024,IPCA +
EGIE49,ENGIE BRASIL ENERGIA S.A.,1215.53,6.77,25/09/2024,IPCA +
EGIEA0,ENGIE BRASIL ENERGIA S.A. (*),1028.07,6.45,25/09/2024,IPCA +
EGIEA1,ENGIE BRASIL ENERGIA S.A. (*),1049.53,6.51,25/09/2024,IPCA +
EGIEB1,ENGIE BRASIL ENERGIA S.A. (*),1037.66,6.63,25/09/2024,IPCA +
EGIEB2,ENGIE BRASIL ENERGIA S.A. (*),1034.57,6.58,25/09/2024,IPCA +
EGVG11,ENEL GREEN POWER VOLTA GRANDE S.A.,763.29,6.61,25/09/2024,IPCA +
EGVG21,ENEL GREEN POWER VOLTA GRANDE S.A.,778.74,6.53,25/09/2024,IPCA +
EKTRB3,ELEKTRO REDES S.A. (*),1004.86,6.75,25/09/2024,IPCA +
EKTRC0,ELEKTRO REDES S.A. (*),1149.42,6.63,25/09/2024,IPCA +
EKTRC1,ELEKTRO REDES S.A. (*) (**),1099.06,6.57,25/09/2024,IPCA +
EKTT11,EKTT 9 SERV DE TRANS DE E E SPE S.A. (*),1010.01,6.74,25/09/2024,IPCA +
ELEK37,ELEKTRO REDES S.A.,711.77,6.0,25/09/2024,IPCA +
ELET14,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*),1034.02,6.55,25/09/2024,IPCA +
ELET23,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS,1147.01,6.62,25/09/2024,IPCA +
ELET42,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS,1304.74,6.67,25/09/2024,IPCA +
ELPLA5,ELETROPAULO METROP. ELETRIC. DE S.P. S/A (*),1114.16,6.8,25/09/2024,IPCA +
ELPLA7,ELETROPAULO METROP. ELETRIC. DE S.P. S/A (*),1091.24,6.75,25/09/2024,IPCA +
ELPLB4,ELETROPAULO METROP. ELETRIC. DE S.P. S/A,1308.5,6.53,25/09/2024,IPCA +
ELTN15,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE (*),1018.19,6.77,25/09/2024,IPCA +
ENAT11,ENAUTA PARTICIPACOES S.A. (*),1180.98,7.59,25/09/2024,IPCA +
ENAT12,ENAUTA PARTICIPACOES S.A. (*),1020.57,7.84,25/09/2024,IPCA +
ENAT13,ENAUTA PARTICIPACOES S.A. (*),1037.01,7.89,25/09/2024,IPCA +
ENAT14,ENAUTA PARTICIPACOES S.A. (*),1036.3,7.87,25/09/2024,IPCA +
ENAT24,ENAUTA PARTICIPACOES S.A. (*),1040.59,8.07,25/09/2024,IPCA +
ENAT33,ENAUTA PARTICIPACOES S.A. (*),1045.57,8.0,25/09/2024,IPCA +
ENERA1,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,1011.68,6.57,25/09/2024,IPCA +
ENEV13,ENEVA S.A.,1283.25,6.4,25/09/2024,IPCA +
ENEV15,ENEVA S.A.,1272.86,6.68,25/09/2024,IPCA +
ENEV16,ENEVA S.A.,1157.13,6.87,25/09/2024,IPCA +
ENEV18,ENEVA S.A. (*),1084.19,6.75,25/09/2024,IPCA +
ENEV19,ENEVA S.A. (*),1102.93,6.77,25/09/2024,IPCA +
ENEV26,ENEVA S.A.,1085.36,6.89,25/09/2024,IPCA +
ENEV28,ENEVA S.A. (*),1071.0,6.9,25/09/2024,IPCA +
ENEV29,ENEVA S.A. (*),1105.73,6.88,25/09/2024,IPCA +
ENEV32,ENEVA S.A.,1296.61,6.7,25/09/2024,IPCA +
ENEV39,ENEVA S.A. (*),1120.8,6.92,25/09/2024,IPCA +
ENEVA0,ENEVA S.A. (*),1023.52,6.8,25/09/2024,IPCA +
ENEVB0,ENEVA S.A. (*),1033.3,6.74,25/09/2024,IPCA +
ENGI29,ENERGISA S/A,1495.1,6.33,25/09/2024,IPCA +
ENGI39,ENERGISA S/A,1440.57,6.71,25/09/2024,IPCA +
ENGIA1,ENERGISA S/A,1335.93,6.47,25/09/2024,IPCA +
ENGIA4,ENERGISA S/A,1230.69,6.7,25/09/2024,IPCA +
ENGIA5,ENERGISA S/A,1168.38,6.64,25/09/2024,IPCA +
ENGIA6,ENERGISA S/A,1108.53,6.7,25/09/2024,IPCA +
ENGIA9,ENERGISA S/A,1022.51,6.62,25/09/2024,IPCA +
ENGIB0,ENERGISA S/A,1012.75,6.65,25/09/2024,IPCA +
ENGIB4,ENERGISA S/A,1195.55,6.77,25/09/2024,IPCA +
ENGIB6,ENERGISA S/A,1108.47,6.61,25/09/2024,IPCA +
ENGIB9,ENERGISA S/A,1031.01,6.65,25/09/2024,IPCA +
ENGIC0,ENERGISA S/A,1012.47,6.71,25/09/2024,IPCA +
ENJG21,COMPANHIA ENERGÉTICA JAGUARA,903.85,6.47,25/09/2024,IPCA +
ENMI21,COMPANHIA ENERGÉTICA MIRANDA,997.04,6.41,25/09/2024,IPCA +
ENMTA3,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,1234.38,6.59,25/09/2024,IPCA +
ENMTA4,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,1167.39,6.65,25/09/2024,IPCA +
ENMTA5,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,1111.63,6.6,25/09/2024,IPCA +
ENMTA7,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,1008.33,6.65,25/09/2024,IPCA +
ENMTB3,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,1196.07,6.76,25/09/2024,IPCA +
ENMTB5,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,1109.86,6.58,25/09/2024,IPCA +
ENSEA1,ENERGISA SERGIPE - DIST.DE ENERGIA S/A,1120.49,6.73,25/09/2024,IPCA +
ENTV12,ENTREVIAS CONCESSIONARIA DE RODOVIAS S.A (*) (**),1378.53,6.88,25/09/2024,IPCA +
EQMAA0,EQUATORIAL MARANHAO DISTRIBUIDORA DE ENERGIA S.A (*),1031.23,6.73,25/09/2024,IPCA +
EQSP11,EQUATORIAL TRANSMISSORA 3 SPE S.A.,1092.98,6.8,25/09/2024,IPCA +
EQSP21,EQUATORIAL TRANSMISSORA 3 SPE S.A.,1068.56,6.66,25/09/2024,IPCA +
EQTC11,EQUATORIAL TRANSMISSORA 5 SPE S.A.,1181.66,6.87,25/09/2024,IPCA +
EQTN11,EQUATORIAL TRANSMISSORA 2 SPE S/A,1148.93,6.88,25/09/2024,IPCA +
EQTR11,EQUATORIAL TRANSMISSORA 8 SPE S.A.,1174.58,6.96,25/09/2024,IPCA +
EQTR21,EQUATORIAL TRANSMISSORA 8 SPE S.A.,1176.25,6.94,25/09/2024,IPCA +
EQTS11,EQUATORIAL TRANSMISSORA 1 SPE S.A,1132.92,6.69,25/09/2024,IPCA +
EQUA11,EQUATORIAL TRANSMISSAO S.A (*),1138.58,6.67,25/09/2024,IPCA +
ERDV17,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A,707.73,7.82,25/09/2024,IPCA +
ERDV36,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A,748.11,7.55,25/09/2024,IPCA +
ERDV38,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A,1355.82,6.83,25/09/2024,IPCA +
ERDVA4,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),1025.57,6.78,25/09/2024,IPCA +
ERDVB4,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),1036.64,6.91,25/09/2024,IPCA +
ERDVC3,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),1065.2,6.94,25/09/2024,IPCA +
ERDVC4,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),1044.17,7.08,25/09/2024,IPCA +
ESAM14,EMPRESA DE ENERGIA SÃO MANOEL S/A,903.32,6.73,25/09/2024,IPCA +
ESULA1,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,454.79,5.9,25/09/2024,IPCA +
ESULA6,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,1165.41,6.69,25/09/2024,IPCA +
ETAP22,ETAP EMPRESA TRANSMISSORA AGRESTE POTIGUAR S.A. (*) (**),692.04,5.99,25/09/2024,IPCA +
ETBA12,ETB - EMPRESA DE TRANSMISSAO BAIANA S.A. (*) (**),1223.11,6.58,25/09/2024,IPCA +
ETEN11,ENERGISA TRANSMISSAO DE ENERGIA S.A,1373.48,5.9,25/09/2024,IPCA +
ETEN12,ENERGISA TRANSMISSAO DE ENERGIA S.A,1228.75,6.76,25/09/2024,IPCA +
ETEN21,ENERGISA TRANSMISSAO DE ENERGIA S.A,1333.58,6.62,25/09/2024,IPCA +
ETEN22,ENERGISA TRANSMISSAO DE ENERGIA S.A,1200.64,6.66,25/09/2024,IPCA +
ETEN31,ENERGISA TRANSMISSAO DE ENERGIA S.A,1405.82,6.03,25/09/2024,IPCA +
ETSP12,EQUATORIAL TRANSMISSORA 7 SPE S.A.,1169.54,7.03,25/09/2024,IPCA +
EUBE11,ENGIE SOLUCOES CIDADES INTELIGENTES E INFRAESTRUTURA DE UBERLANDIA S.A (*),950.88,6.51,25/09/2024,IPCA +
EXTZ11,EXTREMOZ TRANSMISSORA DO NORDESTE ETN S.A. (*) (**),754.77,6.55,25/09/2024,IPCA +
FBRI13,FIBRASIL INFRAESTRUTURA FIBRA OTICA S.A. (*),1046.94,7.25,25/09/2024,IPCA +
FGEN13,FERREIRA GOMES ENERGIA S/A,1079.05,6.44,25/09/2024,IPCA +
